Mutant ID,MTG ID,Status,Notes,Actual Output SI,Actual Output FI1,Actual Output FI2,Actual Output Relation,MR Verdict
M17,MTG13,Not Equivalent,"Timed out on SI, FI1, FI2",TIMEOUT,TIMEOUT,TIMEOUT,"TIMEOUT - could not compare (SI, FI1, FI2)",TIMEOUT
M17,MTG14,Not Equivalent,"Timed out on FI1, FI2","Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant17.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant17.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant17.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'",TIMEOUT,TIMEOUT,"TIMEOUT - could not compare (FI1, FI2)",TIMEOUT
M17,MTG15,Not Equivalent,"Timed out on SI, FI1, FI2",TIMEOUT,TIMEOUT,TIMEOUT,"TIMEOUT - could not compare (SI, FI1, FI2)",TIMEOUT
M18,MTG11,Not Equivalent,"SI=11.0, FI1=8.0, FI2=3.0","Shortest path: ['A']
Total distance: 11.0","Shortest path: ['E']
Total distance: 8.0","Shortest path: ['G', 'E']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M18,MTG12,Not Equivalent,"SI=5.0, FI1=3.0, FI2=2.0","Shortest path: ['1']
Total distance: 5.0","Shortest path: ['4']
Total distance: 3.0","Shortest path: ['6', '4']
Total distance: 2.0",source distance == FI1 distance + FI2 distance,PASS
M18,MTG13,Not Equivalent,"SI=6.0, FI1=3.0, FI2=3.0","Shortest path: ['P']
Total distance: 6.0","Shortest path: ['S']
Total distance: 3.0","Shortest path: ['T', 'S']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M18,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant18.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant18.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant18.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['W']
Total distance: 7.0","Shortest path: ['V', 'W']
Total distance: 2.0",ERROR - could not parse distance,ERROR
M18,MTG15,Not Equivalent,"SI=12.0, FI1=9.0, FI2=3.0","Shortest path: ['1']
Total distance: 12.0","Shortest path: ['5']
Total distance: 9.0","Shortest path: ['8', '5']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M19,,Equivalent,Equivalent mutant - skipped,,,,,SKIPPED
M20,MTG11,Not Equivalent,"SI=inf, FI1=inf, FI2=3.0","Shortest path: ['A']
Total distance: inf","Shortest path: ['E']
Total distance: inf","Shortest path: ['G', 'E']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M20,MTG12,Not Equivalent,"SI=inf, FI1=inf, FI2=2.0","Shortest path: ['1']
Total distance: inf","Shortest path: ['4']
Total distance: inf","Shortest path: ['6', '4']
Total distance: 2.0",source distance == FI1 distance + FI2 distance,PASS
M20,MTG13,Not Equivalent,"SI=inf, FI1=10.0, FI2=3.0","Shortest path: ['P']
Total distance: inf","Shortest path: ['S', 'P']
Total distance: 10.0","Shortest path: ['T', 'S']
Total distance: 3.0",source distance ≠ FI1 distance + FI2 distance,FAIL
M20,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant20.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant20.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant20.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['W']
Total distance: inf","Shortest path: ['V', 'W']
Total distance: 2.0",ERROR - could not parse distance,ERROR
M20,MTG15,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['1']
Total distance: inf","Shortest path: ['5']
Total distance: inf","Shortest path: ['8']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M21,MTG11,Not Equivalent,"SI=0.0, FI1=0.0, FI2=0.0","Shortest path: ['A']
Total distance: 0","Shortest path: ['E']
Total distance: 0","Shortest path: ['G']
Total distance: 0",source distance == FI1 distance + FI2 distance,PASS
M21,MTG12,Not Equivalent,"SI=0.0, FI1=0.0, FI2=0.0","Shortest path: ['1']
Total distance: 0","Shortest path: ['4']
Total distance: 0","Shortest path: ['6']
Total distance: 0",source distance == FI1 distance + FI2 distance,PASS
M21,MTG13,Not Equivalent,"SI=0.0, FI1=0.0, FI2=0.0","Shortest path: ['P']
Total distance: 0","Shortest path: ['S']
Total distance: 0","Shortest path: ['T']
Total distance: 0",source distance == FI1 distance + FI2 distance,PASS
M21,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant21.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant21.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant21.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['W']
Total distance: 0","Shortest path: ['V']
Total distance: 0",ERROR - could not parse distance,ERROR
M21,MTG15,Not Equivalent,"SI=0.0, FI1=0.0, FI2=0.0","Shortest path: ['1']
Total distance: 0","Shortest path: ['5']
Total distance: 0","Shortest path: ['8']
Total distance: 0",source distance == FI1 distance + FI2 distance,PASS
M22,MTG11,Not Equivalent,"SI=12.0, FI1=9.0, FI2=4.0","Shortest path: ['A', 'D', 'E', 'G']
Total distance: 12.0","Shortest path: ['E', 'D', 'A']
Total distance: 9.0","Shortest path: ['G', 'E']
Total distance: 4.0",source distance ≠ FI1 distance + FI2 distance,FAIL
M22,MTG12,Not Equivalent,"SI=6.0, FI1=4.0, FI2=3.0","Shortest path: ['1', '3', '4', '6']
Total distance: 6.0","Shortest path: ['4', '3', '1']
Total distance: 4.0","Shortest path: ['6', '4']
Total distance: 3.0",source distance ≠ FI1 distance + FI2 distance,FAIL
M22,MTG13,Not Equivalent,"SI=7.0, FI1=4.0, FI2=4.0","Shortest path: ['P', 'R', 'S', 'T']
Total distance: 7.0","Shortest path: ['S', 'R', 'P']
Total distance: 4.0","Shortest path: ['T', 'S']
Total distance: 4.0",source distance ≠ FI1 distance + FI2 distance,FAIL
M22,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant22.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant22.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant22.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['W', 'Z', 'X']
Total distance: 8.0","Shortest path: ['V', 'W']
Total distance: 3.0",ERROR - could not parse distance,ERROR
M22,MTG15,Not Equivalent,"SI=13.0, FI1=10.0, FI2=4.0","Shortest path: ['1', '2', '4', '5', '7', '8']
Total distance: 13.0","Shortest path: ['5', '4', '2', '1']
Total distance: 10.0","Shortest path: ['8', '7', '5']
Total distance: 4.0",source distance ≠ FI1 distance + FI2 distance,FAIL
M23,MTG11,Not Equivalent,"SI=0.0, FI1=0.0, FI2=0.0","Shortest path: ['A']
Total distance: 0","Shortest path: ['E']
Total distance: 0","Shortest path: ['G']
Total distance: 0",source distance == FI1 distance + FI2 distance,PASS
M23,MTG12,Not Equivalent,"SI=0.0, FI1=0.0, FI2=0.0","Shortest path: ['1']
Total distance: 0","Shortest path: ['4']
Total distance: 0","Shortest path: ['6']
Total distance: 0",source distance == FI1 distance + FI2 distance,PASS
M23,MTG13,Not Equivalent,"SI=0.0, FI1=0.0, FI2=0.0","Shortest path: ['P']
Total distance: 0","Shortest path: ['S']
Total distance: 0","Shortest path: ['T']
Total distance: 0",source distance == FI1 distance + FI2 distance,PASS
M23,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant23.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant23.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant23.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['W']
Total distance: 0","Shortest path: ['V']
Total distance: 0",ERROR - could not parse distance,ERROR
M23,MTG15,Not Equivalent,"SI=0.0, FI1=0.0, FI2=0.0","Shortest path: ['1']
Total distance: 0","Shortest path: ['5']
Total distance: 0","Shortest path: ['8']
Total distance: 0",source distance == FI1 distance + FI2 distance,PASS
M24,MTG11,Not Equivalent,"Timed out on SI, FI1, FI2",TIMEOUT,TIMEOUT,TIMEOUT,"TIMEOUT - could not compare (SI, FI1, FI2)",TIMEOUT
M24,MTG12,Not Equivalent,"Timed out on SI, FI1, FI2",TIMEOUT,TIMEOUT,TIMEOUT,"TIMEOUT - could not compare (SI, FI1, FI2)",TIMEOUT
M24,MTG13,Not Equivalent,"Timed out on SI, FI1, FI2",TIMEOUT,TIMEOUT,TIMEOUT,"TIMEOUT - could not compare (SI, FI1, FI2)",TIMEOUT
M24,MTG14,Not Equivalent,"Timed out on FI1, FI2","Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant24.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant24.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant24.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'",TIMEOUT,TIMEOUT,"TIMEOUT - could not compare (FI1, FI2)",TIMEOUT
M24,MTG15,Not Equivalent,"Timed out on SI, FI1, FI2",TIMEOUT,TIMEOUT,TIMEOUT,"TIMEOUT - could not compare (SI, FI1, FI2)",TIMEOUT
M25,MTG11,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['A']
Total distance: inf","Shortest path: ['E']
Total distance: inf","Shortest path: ['G']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M25,MTG12,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['1']
Total distance: inf","Shortest path: ['4']
Total distance: inf","Shortest path: ['6']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M25,MTG13,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['P']
Total distance: inf","Shortest path: ['S']
Total distance: inf","Shortest path: ['T']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M25,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant25.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant25.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant25.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['W']
Total distance: inf","Shortest path: ['V']
Total distance: inf",ERROR - could not parse distance,ERROR
M25,MTG15,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['1']
Total distance: inf","Shortest path: ['5']
Total distance: inf","Shortest path: ['8']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M26,MTG11,Not Equivalent,"Timed out on SI, FI1, FI2",TIMEOUT,TIMEOUT,TIMEOUT,"TIMEOUT - could not compare (SI, FI1, FI2)",TIMEOUT
M26,MTG12,Not Equivalent,"Timed out on SI, FI1, FI2",TIMEOUT,TIMEOUT,TIMEOUT,"TIMEOUT - could not compare (SI, FI1, FI2)",TIMEOUT
M26,MTG13,Not Equivalent,"Timed out on SI, FI1, FI2",TIMEOUT,TIMEOUT,TIMEOUT,"TIMEOUT - could not compare (SI, FI1, FI2)",TIMEOUT
M26,MTG14,Not Equivalent,"Timed out on FI1, FI2","Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant26.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant26.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant26.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'",TIMEOUT,TIMEOUT,"TIMEOUT - could not compare (FI1, FI2)",TIMEOUT
M26,MTG15,Not Equivalent,"Timed out on SI, FI1, FI2",TIMEOUT,TIMEOUT,TIMEOUT,"TIMEOUT - could not compare (SI, FI1, FI2)",TIMEOUT
M27,MTG11,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['A']
Total distance: inf","Shortest path: ['E']
Total distance: inf","Shortest path: ['G']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M27,MTG12,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['1']
Total distance: inf","Shortest path: ['4']
Total distance: inf","Shortest path: ['6']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M27,MTG13,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['P']
Total distance: inf","Shortest path: ['S']
Total distance: inf","Shortest path: ['T']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M27,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant27.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant27.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant27.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['W']
Total distance: inf","Shortest path: ['V']
Total distance: inf",ERROR - could not parse distance,ERROR
M27,MTG15,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['1']
Total distance: inf","Shortest path: ['5']
Total distance: inf","Shortest path: ['8']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M28,MTG11,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['A']
Total distance: inf","Shortest path: ['E']
Total distance: inf","Shortest path: ['G']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M28,MTG12,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['1']
Total distance: inf","Shortest path: ['4']
Total distance: inf","Shortest path: ['6']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M28,MTG13,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['P']
Total distance: inf","Shortest path: ['S']
Total distance: inf","Shortest path: ['T']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M28,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant28.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant28.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant28.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['W']
Total distance: inf","Shortest path: ['V']
Total distance: inf",ERROR - could not parse distance,ERROR
M28,MTG15,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['1']
Total distance: inf","Shortest path: ['5']
Total distance: inf","Shortest path: ['8']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M29,MTG11,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant29.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant29.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant29.py"", line 38, in shortest_path
    if new_path < distance_from_start[neighbor]:
                  ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^
KeyError: 'G'","Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant29.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant29.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant29.py"", line 38, in shortest_path
    if new_path < distance_from_start[neighbor]:
                  ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^
KeyError: 'A'","Shortest path: ['G', 'E']
Total distance: 3.0",ERROR - could not parse distance,ERROR
M29,MTG12,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant29.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant29.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant29.py"", line 38, in shortest_path
    if new_path < distance_from_start[neighbor]:
                  ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^
KeyError: '6'","Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant29.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant29.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant29.py"", line 38, in shortest_path
    if new_path < distance_from_start[neighbor]:
                  ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^
KeyError: '1'","Shortest path: ['6', '4']
Total distance: 2.0",ERROR - could not parse distance,ERROR
M29,MTG13,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant29.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant29.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant29.py"", line 38, in shortest_path
    if new_path < distance_from_start[neighbor]:
                  ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^
KeyError: 'T'","Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant29.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant29.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant29.py"", line 38, in shortest_path
    if new_path < distance_from_start[neighbor]:
                  ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^
KeyError: 'P'","Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant29.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant29.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant29.py"", line 38, in shortest_path
    if new_path < distance_from_start[neighbor]:
                  ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^
KeyError: 'P'",ERROR - could not parse distance,ERROR
M29,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant29.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant29.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant29.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant29.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant29.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant29.py"", line 38, in shortest_path
    if new_path < distance_from_start[neighbor]:
                  ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^
KeyError: 'X'","Shortest path: ['V', 'W']
Total distance: 2.0",ERROR - could not parse distance,ERROR
M29,MTG15,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant29.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant29.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant29.py"", line 38, in shortest_path
    if new_path < distance_from_start[neighbor]:
                  ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^
KeyError: '8'","Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant29.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant29.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant29.py"", line 38, in shortest_path
    if new_path < distance_from_start[neighbor]:
                  ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^
KeyError: '1'","Shortest path: ['8', '7', '5']
Total distance: 3.0",ERROR - could not parse distance,ERROR
M30,MTG11,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['A']
Total distance: inf","Shortest path: ['E']
Total distance: inf","Shortest path: ['G']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M30,MTG12,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['1']
Total distance: inf","Shortest path: ['4']
Total distance: inf","Shortest path: ['6']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M30,MTG13,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['P']
Total distance: inf","Shortest path: ['S']
Total distance: inf","Shortest path: ['T']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M30,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant30.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant30.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant30.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['W']
Total distance: inf","Shortest path: ['V']
Total distance: inf",ERROR - could not parse distance,ERROR
M30,MTG15,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['1']
Total distance: inf","Shortest path: ['5']
Total distance: inf","Shortest path: ['8']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M31,MTG11,Not Equivalent,"SI=11.0, FI1=8.0, FI2=3.0","Shortest path: ['A', 'G', 'E', 'D']
Total distance: 11.0","Shortest path: ['E', 'A', 'D']
Total distance: 8.0","Shortest path: ['G', 'E']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M31,MTG12,Not Equivalent,"SI=5.0, FI1=3.0, FI2=2.0","Shortest path: ['1', '6', '4', '3']
Total distance: 5.0","Shortest path: ['4', '1', '3']
Total distance: 3.0","Shortest path: ['6', '4']
Total distance: 2.0",source distance == FI1 distance + FI2 distance,PASS
